CURSO;TURNO;CAMPUS;ANO;SEM;QUANTIDADE
07A-FARMÁCIA;INTEGRAL;JUIZ DE FORA;2000;1;        46
07A-FARMÁCIA;INTEGRAL;JUIZ DE FORA;2000;2;        18
07A-FARMÁCIA;INTEGRAL;JUIZ DE FORA;2001;1;        30
07A-FARMÁCIA;INTEGRAL;JUIZ DE FORA;2001;2;        27
07A-FARMÁCIA;INTEGRAL;JUIZ DE FORA;2002;1;        42
07A-FARMÁCIA;INTEGRAL;JUIZ DE FORA;2002;2;        44
07A-FARMÁCIA;INTEGRAL;JUIZ DE FORA;2003;1;        52
07A-FARMÁCIA;INTEGRAL;JUIZ DE FORA;2003;2;        49
07A-FARMÁCIA;INTEGRAL;JUIZ DE FORA;2004;1;        78
07A-FARMÁCIA;INTEGRAL;JUIZ DE FORA;2004;2;        74
07A-FARMÁCIA;INTEGRAL;JUIZ DE FORA;2005;1;        84
07A-FARMÁCIA;INTEGRAL;JUIZ DE FORA;2005;2;        44
07A-FARMÁCIA;INTEGRAL;JUIZ DE FORA;2006;1;        46
07A-FARMÁCIA;INTEGRAL;JUIZ DE FORA;2006;2;        47
07A-FARMÁCIA;INTEGRAL;JUIZ DE FORA;2007;1;        40
07A-FARMÁCIA;INTEGRAL;JUIZ DE FORA;2007;2;        45
07A-FARMÁCIA;INTEGRAL;JUIZ DE FORA;2008;1;        41
07A-FARMÁCIA;INTEGRAL;JUIZ DE FORA;2008;2;        43
07A-FARMÁCIA;INTEGRAL;JUIZ DE FORA;2009;1;        40
07A-FARMÁCIA;INTEGRAL;JUIZ DE FORA;2009;2;        45
07A-FARMÁCIA;INTEGRAL;JUIZ DE FORA;2010;1;        38
07A-FARMÁCIA;INTEGRAL;JUIZ DE FORA;2010;2;        44
07A-FARMÁCIA;INTEGRAL;JUIZ DE FORA;2011;1;        40
07A-FARMÁCIA;INTEGRAL;JUIZ DE FORA;2011;2;        44
07A-FARMÁCIA;INTEGRAL;JUIZ DE FORA;2012;1;        53
07A-FARMÁCIA;INTEGRAL;JUIZ DE FORA;2012;2;        55
07A-FARMÁCIA;INTEGRAL;JUIZ DE FORA;2013;1;        59
07A-FARMÁCIA;INTEGRAL;JUIZ DE FORA;2013;2;        43
07A-FARMÁCIA;INTEGRAL;JUIZ DE FORA;2014;1;        92
07A-FARMÁCIA;INTEGRAL;JUIZ DE FORA;2014;2;        54
07A-FARMÁCIA;INTEGRAL;JUIZ DE FORA;2015;1;        45
07A-FARMÁCIA;INTEGRAL;JUIZ DE FORA;2015;2;        47
07A-FARMÁCIA;INTEGRAL;JUIZ DE FORA;2016;1;        53
07A-FARMÁCIA;INTEGRAL;JUIZ DE FORA;2016;2;        49
07A-FARMÁCIA;INTEGRAL;JUIZ DE FORA;2017;1;        50
07A-FARMÁCIA;INTEGRAL;JUIZ DE FORA;2017;2;        45
07A-FARMÁCIA;INTEGRAL;JUIZ DE FORA;2018;1;        51
07A-FARMÁCIA;INTEGRAL;JUIZ DE FORA;2018;2;        47
07A-FARMÁCIA;INTEGRAL;JUIZ DE FORA;2019;1;        50
07A-FARMÁCIA;INTEGRAL;JUIZ DE FORA;2019;2;        50
07A-FARMÁCIA;INTEGRAL;JUIZ DE FORA;2020;1;        50
07A-FARMÁCIA;INTEGRAL;JUIZ DE FORA;2020;2;        47
07A-FARMÁCIA;INTEGRAL;JUIZ DE FORA;2021;1;        46
07A-FARMÁCIA;INTEGRAL;JUIZ DE FORA;2021;2;        47
07A-FARMÁCIA;INTEGRAL;JUIZ DE FORA;2022;1;        47
07A-FARMÁCIA;INTEGRAL;JUIZ DE FORA;2022;2;        48
07GV-MEDICINA;INTEGRAL;GOVERNADOR VALADARES;2012;2;        52
07GV-MEDICINA;INTEGRAL;GOVERNADOR VALADARES;2013;1;        48
07GV-MEDICINA;INTEGRAL;GOVERNADOR VALADARES;2013;2;        68
07GV-MEDICINA;INTEGRAL;GOVERNADOR VALADARES;2014;1;        71
07GV-MEDICINA;INTEGRAL;GOVERNADOR VALADARES;2014;2;        50
07GV-MEDICINA;INTEGRAL;GOVERNADOR VALADARES;2015;1;        52
07GV-MEDICINA;INTEGRAL;GOVERNADOR VALADARES;2015;2;        58
07GV-MEDICINA;INTEGRAL;GOVERNADOR VALADARES;2016;1;        53
07GV-MEDICINA;INTEGRAL;GOVERNADOR VALADARES;2016;2;        47
07GV-MEDICINA;INTEGRAL;GOVERNADOR VALADARES;2017;1;        60
07GV-MEDICINA;INTEGRAL;GOVERNADOR VALADARES;2017;2;        49
07GV-MEDICINA;INTEGRAL;GOVERNADOR VALADARES;2018;1;        49
07GV-MEDICINA;INTEGRAL;GOVERNADOR VALADARES;2018;2;        50
07GV-MEDICINA;INTEGRAL;GOVERNADOR VALADARES;2019;1;        48
07GV-MEDICINA;INTEGRAL;GOVERNADOR VALADARES;2019;2;        50
07GV-MEDICINA;INTEGRAL;GOVERNADOR VALADARES;2020;1;        55
07GV-MEDICINA;INTEGRAL;GOVERNADOR VALADARES;2020;2;        48
07GV-MEDICINA;INTEGRAL;GOVERNADOR VALADARES;2021;1;        50
07GV-MEDICINA;INTEGRAL;GOVERNADOR VALADARES;2021;2;        50
07GV-MEDICINA;INTEGRAL;GOVERNADOR VALADARES;2022;1;        52
07GV-MEDICINA;INTEGRAL;GOVERNADOR VALADARES;2022;2;        48
08ABI-ABI - FILOSOFIA;INTEGRAL;JUIZ DE FORA;2012;1;        20
08ABI-ABI - FILOSOFIA;INTEGRAL;JUIZ DE FORA;2013;1;        12
08ABI-ABI - FILOSOFIA;INTEGRAL;JUIZ DE FORA;2014;1;        63
08ABI-ABI - FILOSOFIA;INTEGRAL;JUIZ DE FORA;2015;1;        14
08ABI-ABI - FILOSOFIA;INTEGRAL;JUIZ DE FORA;2016;1;        14
08ABI-ABI - FILOSOFIA;INTEGRAL;JUIZ DE FORA;2016;2;         5
08ABI-ABI - FILOSOFIA;INTEGRAL;JUIZ DE FORA;2017;1;        12
08ABI-ABI - FILOSOFIA;INTEGRAL;JUIZ DE FORA;2017;2;         2
08ABI-ABI - FILOSOFIA;INTEGRAL;JUIZ DE FORA;2018;1;        16
08ABI-ABI - FILOSOFIA;INTEGRAL;JUIZ DE FORA;2018;2;         1
08ABI-ABI - FILOSOFIA;INTEGRAL;JUIZ DE FORA;2019;1;        27
08ABI-ABI - FILOSOFIA;INTEGRAL;JUIZ DE FORA;2020;1;        25
08ABI-ABI - FILOSOFIA;INTEGRAL;JUIZ DE FORA;2021;1;        21
08ABI-ABI - FILOSOFIA;INTEGRAL;JUIZ DE FORA;2022;1;        25
08A-FILOSOFIA;INTEGRAL;JUIZ DE FORA;1981;2;         1
08A-FILOSOFIA;INTEGRAL;JUIZ DE FORA;1984;1;         2
08A-FILOSOFIA;INTEGRAL;JUIZ DE FORA;1986;2;         1
08A-FILOSOFIA;INTEGRAL;JUIZ DE FORA;1987;2;         1
08A-FILOSOFIA;INTEGRAL;JUIZ DE FORA;1988;1;       442
08A-FILOSOFIA;INTEGRAL;JUIZ DE FORA;1989;1;         3
08A-FILOSOFIA;INTEGRAL;JUIZ DE FORA;1990;1;         3
08A-FILOSOFIA;INTEGRAL;JUIZ DE FORA;1991;1;         1
08A-FILOSOFIA;INTEGRAL;JUIZ DE FORA;1991;2;         3
08A-FILOSOFIA;INTEGRAL;JUIZ DE FORA;1992;1;         1
08A-FILOSOFIA;INTEGRAL;JUIZ DE FORA;1992;2;         1
08A-FILOSOFIA;INTEGRAL;JUIZ DE FORA;1993;1;         2
08A-FILOSOFIA;INTEGRAL;JUIZ DE FORA;1993;2;         2
08A-FILOSOFIA;INTEGRAL;JUIZ DE FORA;1994;1;         2
08A-FILOSOFIA;INTEGRAL;JUIZ DE FORA;1994;2;         1
08A-FILOSOFIA;INTEGRAL;JUIZ DE FORA;1995;1;         5
08A-FILOSOFIA;INTEGRAL;JUIZ DE FORA;1995;2;         7
08A-FILOSOFIA;INTEGRAL;JUIZ DE FORA;1996;1;         2
08A-FILOSOFIA;INTEGRAL;JUIZ DE FORA;1996;2;         2
08A-FILOSOFIA;INTEGRAL;JUIZ DE FORA;1997;1;         4
08A-FILOSOFIA;INTEGRAL;JUIZ DE FORA;1997;2;         6
08A-FILOSOFIA;INTEGRAL;JUIZ DE FORA;1998;1;         8
08A-FILOSOFIA;INTEGRAL;JUIZ DE FORA;1998;2;        13
08A-FILOSOFIA;INTEGRAL;JUIZ DE FORA;1999;1;        11
08A-FILOSOFIA;INTEGRAL;JUIZ DE FORA;1999;2;        15
08A-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2000;1;        14
08A-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2000;2;        17
08A-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2001;1;        18
08A-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2001;2;        22
08A-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2002;1;        15
08A-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2002;2;        24
08A-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2003;1;        25
08A-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2003;2;        25
08A-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2004;1;        28
08A-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2004;2;        45
08A-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2005;1;        34
08A-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2005;2;        25
08A-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2006;1;        27
08A-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2006;2;        13
08A-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2007;1;        27
08A-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2007;2;         2
08A-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2008;1;        25
08A-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2008;2;        14
08A-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2009;1;        35
08A-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2009;2;        20
08A-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2010;1;        41
08A-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2010;2;         7
08A-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2011;1;        22
08A-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2012;1;         5
08A-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2012;2;         2
08A-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2013;2;         1
08A-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2016;2;         1
08B-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2003;2;         1
08B-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2009;1;         1
08B-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2011;1;         4
08B-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2012;1;         2
08B-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2012;2;         1
08B-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2013;1;         3
08B-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2014;1;         4
08B-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2014;2;         1
08B-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2015;1;        13
08B-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2015;2;         1
08B-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2016;1;        16
08B-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2016;2;         9
08B-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2017;1;        11
08B-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2017;2;         3
08B-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2018;1;        12
08B-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2018;2;         1
08B-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2019;1;        18
08B-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2020;1;         8
08B-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2021;1;         4
08B-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2021;2;         1
08B-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2022;1;         5
08GV-NUTRIÇÃO;INTEGRAL;GOVERNADOR VALADARES;2012;2;        12
08GV-NUTRIÇÃO;INTEGRAL;GOVERNADOR VALADARES;2013;1;        36
08GV-NUTRIÇÃO;INTEGRAL;GOVERNADOR VALADARES;2013;2;         5
08GV-NUTRIÇÃO;INTEGRAL;GOVERNADOR VALADARES;2014;1;       151
08GV-NUTRIÇÃO;INTEGRAL;GOVERNADOR VALADARES;2014;2;        16
08GV-NUTRIÇÃO;INTEGRAL;GOVERNADOR VALADARES;2015;1;        19
08GV-NUTRIÇÃO;INTEGRAL;GOVERNADOR VALADARES;2015;2;        43
08GV-NUTRIÇÃO;INTEGRAL;GOVERNADOR VALADARES;2016;1;        35
08GV-NUTRIÇÃO;INTEGRAL;GOVERNADOR VALADARES;2016;2;        43
08GV-NUTRIÇÃO;INTEGRAL;GOVERNADOR VALADARES;2017;1;        35
08GV-NUTRIÇÃO;INTEGRAL;GOVERNADOR VALADARES;2017;2;        30
08GV-NUTRIÇÃO;INTEGRAL;GOVERNADOR VALADARES;2018;1;        25
08GV-NUTRIÇÃO;INTEGRAL;GOVERNADOR VALADARES;2018;2;        36
08GV-NUTRIÇÃO;INTEGRAL;GOVERNADOR VALADARES;2019;1;        40
08GV-NUTRIÇÃO;INTEGRAL;GOVERNADOR VALADARES;2019;2;        39
08GV-NUTRIÇÃO;INTEGRAL;GOVERNADOR VALADARES;2020;1;        41
08GV-NUTRIÇÃO;INTEGRAL;GOVERNADOR VALADARES;2020;2;        34
08GV-NUTRIÇÃO;INTEGRAL;GOVERNADOR VALADARES;2021;1;        29
08GV-NUTRIÇÃO;INTEGRAL;GOVERNADOR VALADARES;2021;2;        29
08GV-NUTRIÇÃO;INTEGRAL;GOVERNADOR VALADARES;2022;1;        24
08GV-NUTRIÇÃO;INTEGRAL;GOVERNADOR VALADARES;2022;2;        20
08L-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2008;2;         1
08L-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2010;1;         2
08L-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2011;1;         2
08L-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2012;1;         6
08L-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2013;1;         5
08L-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2014;1;         9
08L-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2015;1;         7
08L-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2015;2;         4
08L-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2016;1;        10
08L-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2017;1;        16
08L-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2017;2;         1
08L-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2018;1;        10
08L-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2018;2;         3
08L-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2019;1;        25
08L-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2019;2;         1
08L-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2020;1;        11
08L-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2021;1;         7
08L-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2021;2;         2
08L-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2022;1;         8
08L-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2022;2;         1
09A-FÍSICA;INTEGRAL;JUIZ DE FORA;1977;1;         1
09A-FÍSICA;INTEGRAL;JUIZ DE FORA;1983;1;         1
09A-FÍSICA;INTEGRAL;JUIZ DE FORA;1985;2;         1
09A-FÍSICA;INTEGRAL;JUIZ DE FORA;1987;1;         2
09A-FÍSICA;INTEGRAL;JUIZ DE FORA;1988;1;       298
09A-FÍSICA;INTEGRAL;JUIZ DE FORA;1989;1;         1
09A-FÍSICA;INTEGRAL;JUIZ DE FORA;1990;1;         1
09A-FÍSICA;INTEGRAL;JUIZ DE FORA;1991;1;         1
09A-FÍSICA;INTEGRAL;JUIZ DE FORA;1992;1;         1
09A-FÍSICA;INTEGRAL;JUIZ DE FORA;1993;1;         5
09A-FÍSICA;INTEGRAL;JUIZ DE FORA;1994;1;         5
09A-FÍSICA;INTEGRAL;JUIZ DE FORA;1994;2;         2
09A-FÍSICA;INTEGRAL;JUIZ DE FORA;1995;1;         3
09A-FÍSICA;INTEGRAL;JUIZ DE FORA;1995;2;         1
09A-FÍSICA;INTEGRAL;JUIZ DE FORA;1996;1;         4
09A-FÍSICA;INTEGRAL;JUIZ DE FORA;1996;2;         2
09A-FÍSICA;INTEGRAL;JUIZ DE FORA;1997;1;         9
09A-FÍSICA;INTEGRAL;JUIZ DE FORA;1997;2;         9
09A-FÍSICA;INTEGRAL;JUIZ DE FORA;1998;1;        10
09A-FÍSICA;INTEGRAL;JUIZ DE FORA;1998;2;        12
09A-FÍSICA;INTEGRAL;JUIZ DE FORA;1999;1;        19
09A-FÍSICA;INTEGRAL;JUIZ DE FORA;1999;2;        16
09A-FÍSICA;INTEGRAL;JUIZ DE FORA;2000;1;        79
09A-FÍSICA;INTEGRAL;JUIZ DE FORA;2000;2;        13
09A-FÍSICA;INTEGRAL;JUIZ DE FORA;2001;1;         8
09A-FÍSICA;INTEGRAL;JUIZ DE FORA;2001;2;        20
09A-FÍSICA;INTEGRAL;JUIZ DE FORA;2002;1;        23
09A-FÍSICA;INTEGRAL;JUIZ DE FORA;2002;2;        24
09A-FÍSICA;INTEGRAL;JUIZ DE FORA;2003;1;        26
09A-FÍSICA;INTEGRAL;JUIZ DE FORA;2003;2;        28
09A-FÍSICA;INTEGRAL;JUIZ DE FORA;2004;1;        30
