CURSO;TURNO;CAMPUS;ANO;SEM;QUANTIDADE
29L-LETRAS;NOTURNO;JUIZ DE FORA;2021;2;        42
29L-LETRAS;NOTURNO;JUIZ DE FORA;2022;2;        37
29LPO-LETRAS;NOTURNO;JUIZ DE FORA;2009;2;         3
29LPO-LETRAS;NOTURNO;JUIZ DE FORA;2010;2;         6
29LPO-LETRAS;NOTURNO;JUIZ DE FORA;2011;1;         1
29LPO-LETRAS;NOTURNO;JUIZ DE FORA;2011;2;        10
29LPO-LETRAS;NOTURNO;JUIZ DE FORA;2012;2;        24
29LPO-LETRAS;NOTURNO;JUIZ DE FORA;2013;2;        17
29LPO-LETRAS;NOTURNO;JUIZ DE FORA;2014;1;         1
29LPO-LETRAS;NOTURNO;JUIZ DE FORA;2014;2;        14
29LPO-LETRAS;NOTURNO;JUIZ DE FORA;2015;1;         2
29LPO-LETRAS;NOTURNO;JUIZ DE FORA;2015;2;        10
29LPO-LETRAS;NOTURNO;JUIZ DE FORA;2016;1;         4
29LPO-LETRAS;NOTURNO;JUIZ DE FORA;2016;2;        20
29LPO-LETRAS;NOTURNO;JUIZ DE FORA;2017;2;        12
29LPO-LETRAS;NOTURNO;JUIZ DE FORA;2018;1;         1
29LPO-LETRAS;NOTURNO;JUIZ DE FORA;2018;2;        10
29LPO-LETRAS;NOTURNO;JUIZ DE FORA;2019;1;         3
29LPO-LETRAS;NOTURNO;JUIZ DE FORA;2019;2;        20
29LPO-LETRAS;NOTURNO;JUIZ DE FORA;2020;1;         3
29LPO-LETRAS;NOTURNO;JUIZ DE FORA;2020;2;        20
29LPO-LETRAS;NOTURNO;JUIZ DE FORA;2021;2;         1
29LPO-LETRAS;NOTURNO;JUIZ DE FORA;2022;2;         2
30A-PEDAGOGIA;NOTURNO;JUIZ DE FORA;1988;1;       214
30A-PEDAGOGIA;NOTURNO;JUIZ DE FORA;1989;1;         1
30A-PEDAGOGIA;NOTURNO;JUIZ DE FORA;1990;1;         1
30A-PEDAGOGIA;NOTURNO;JUIZ DE FORA;1991;1;         1
30A-PEDAGOGIA;NOTURNO;JUIZ DE FORA;1991;2;         1
30A-PEDAGOGIA;NOTURNO;JUIZ DE FORA;1993;2;         6
30A-PEDAGOGIA;NOTURNO;JUIZ DE FORA;1994;2;         2
30A-PEDAGOGIA;NOTURNO;JUIZ DE FORA;1995;1;         1
30A-PEDAGOGIA;NOTURNO;JUIZ DE FORA;1995;2;         9
30A-PEDAGOGIA;NOTURNO;JUIZ DE FORA;1996;2;         4
30A-PEDAGOGIA;NOTURNO;JUIZ DE FORA;1997;2;        23
30A-PEDAGOGIA;NOTURNO;JUIZ DE FORA;1998;2;        32
30A-PEDAGOGIA;NOTURNO;JUIZ DE FORA;1999;2;        35
30A-PEDAGOGIA;NOTURNO;JUIZ DE FORA;2000;1;        77
30A-PEDAGOGIA;NOTURNO;JUIZ DE FORA;2000;2;        21
30A-PEDAGOGIA;NOTURNO;JUIZ DE FORA;2001;2;        22
30A-PEDAGOGIA;NOTURNO;JUIZ DE FORA;2002;1;         3
30A-PEDAGOGIA;NOTURNO;JUIZ DE FORA;2002;2;        37
30A-PEDAGOGIA;NOTURNO;JUIZ DE FORA;2003;1;         6
30A-PEDAGOGIA;NOTURNO;JUIZ DE FORA;2003;2;        41
30A-PEDAGOGIA;NOTURNO;JUIZ DE FORA;2004;1;        18
30A-PEDAGOGIA;NOTURNO;JUIZ DE FORA;2004;2;        59
30A-PEDAGOGIA;NOTURNO;JUIZ DE FORA;2005;1;        16
30A-PEDAGOGIA;NOTURNO;JUIZ DE FORA;2005;2;        40
30A-PEDAGOGIA;NOTURNO;JUIZ DE FORA;2006;2;        40
30A-PEDAGOGIA;NOTURNO;JUIZ DE FORA;2007;1;         1
30A-PEDAGOGIA;NOTURNO;JUIZ DE FORA;2007;2;        42
30A-PEDAGOGIA;NOTURNO;JUIZ DE FORA;2008;1;         2
30A-PEDAGOGIA;NOTURNO;JUIZ DE FORA;2008;2;        45
30A-PEDAGOGIA;NOTURNO;JUIZ DE FORA;2009;1;         3
30A-PEDAGOGIA;NOTURNO;JUIZ DE FORA;2009;2;        44
30A-PEDAGOGIA;NOTURNO;JUIZ DE FORA;2010;1;         4
30A-PEDAGOGIA;NOTURNO;JUIZ DE FORA;2010;2;        43
30A-PEDAGOGIA;NOTURNO;JUIZ DE FORA;2011;1;         5
30A-PEDAGOGIA;NOTURNO;JUIZ DE FORA;2011;2;        45
30A-PEDAGOGIA;NOTURNO;JUIZ DE FORA;2012;1;         4
30A-PEDAGOGIA;NOTURNO;JUIZ DE FORA;2012;2;        44
30A-PEDAGOGIA;NOTURNO;JUIZ DE FORA;2013;2;        35
30A-PEDAGOGIA;NOTURNO;JUIZ DE FORA;2014;2;        32
30A-PEDAGOGIA;NOTURNO;JUIZ DE FORA;2015;1;         1
30A-PEDAGOGIA;NOTURNO;JUIZ DE FORA;2015;2;        39
30A-PEDAGOGIA;NOTURNO;JUIZ DE FORA;2016;1;         2
30A-PEDAGOGIA;NOTURNO;JUIZ DE FORA;2016;2;        46
30A-PEDAGOGIA;NOTURNO;JUIZ DE FORA;2017;1;        12
30A-PEDAGOGIA;NOTURNO;JUIZ DE FORA;2017;2;        35
30A-PEDAGOGIA;NOTURNO;JUIZ DE FORA;2018;2;        39
30A-PEDAGOGIA;NOTURNO;JUIZ DE FORA;2019;1;         5
30A-PEDAGOGIA;NOTURNO;JUIZ DE FORA;2019;2;        38
30A-PEDAGOGIA;NOTURNO;JUIZ DE FORA;2020;2;        38
30A-PEDAGOGIA;NOTURNO;JUIZ DE FORA;2021;2;        36
30A-PEDAGOGIA;NOTURNO;JUIZ DE FORA;2022;2;        36
31A-CIÊNCIAS SOCIAIS;NOTURNO;JUIZ DE FORA;1988;1;       233
31A-CIÊNCIAS SOCIAIS;NOTURNO;JUIZ DE FORA;1989;1;         1
31A-CIÊNCIAS SOCIAIS;NOTURNO;JUIZ DE FORA;1990;1;         1
31A-CIÊNCIAS SOCIAIS;NOTURNO;JUIZ DE FORA;1991;2;         2
31A-CIÊNCIAS SOCIAIS;NOTURNO;JUIZ DE FORA;1992;2;         1
31A-CIÊNCIAS SOCIAIS;NOTURNO;JUIZ DE FORA;1993;2;         3
31A-CIÊNCIAS SOCIAIS;NOTURNO;JUIZ DE FORA;1994;1;         8
31A-CIÊNCIAS SOCIAIS;NOTURNO;JUIZ DE FORA;1995;1;        12
31A-CIÊNCIAS SOCIAIS;NOTURNO;JUIZ DE FORA;1996;1;        10
31A-CIÊNCIAS SOCIAIS;NOTURNO;JUIZ DE FORA;1997;1;         8
31A-CIÊNCIAS SOCIAIS;NOTURNO;JUIZ DE FORA;1997;2;         2
31A-CIÊNCIAS SOCIAIS;NOTURNO;JUIZ DE FORA;1998;1;        20
31A-CIÊNCIAS SOCIAIS;NOTURNO;JUIZ DE FORA;1998;2;         2
31A-CIÊNCIAS SOCIAIS;NOTURNO;JUIZ DE FORA;1999;1;        29
31A-CIÊNCIAS SOCIAIS;NOTURNO;JUIZ DE FORA;2000;1;        22
31A-CIÊNCIAS SOCIAIS;NOTURNO;JUIZ DE FORA;2001;1;        41
31A-CIÊNCIAS SOCIAIS;NOTURNO;JUIZ DE FORA;2002;1;        40
31A-CIÊNCIAS SOCIAIS;NOTURNO;JUIZ DE FORA;2003;1;        43
31A-CIÊNCIAS SOCIAIS;NOTURNO;JUIZ DE FORA;2004;1;        44
31A-CIÊNCIAS SOCIAIS;NOTURNO;JUIZ DE FORA;2004;2;         7
31A-CIÊNCIAS SOCIAIS;NOTURNO;JUIZ DE FORA;2005;1;        45
31A-CIÊNCIAS SOCIAIS;NOTURNO;JUIZ DE FORA;2006;1;        47
31A-CIÊNCIAS SOCIAIS;NOTURNO;JUIZ DE FORA;2007;1;        40
31A-CIÊNCIAS SOCIAIS;NOTURNO;JUIZ DE FORA;2008;1;        41
31A-CIÊNCIAS SOCIAIS;NOTURNO;JUIZ DE FORA;2009;1;        41
31A-CIÊNCIAS SOCIAIS;NOTURNO;JUIZ DE FORA;2011;1;         1
31B-CIÊNCIAS SOCIAIS;INTEGRAL;JUIZ DE FORA;2010;1;         1
31B-CIÊNCIAS SOCIAIS;INTEGRAL;JUIZ DE FORA;2015;1;         1
31B-CIÊNCIAS SOCIAIS;INTEGRAL;JUIZ DE FORA;2016;1;         6
31B-CIÊNCIAS SOCIAIS;INTEGRAL;JUIZ DE FORA;2016;2;         2
31B-CIÊNCIAS SOCIAIS;INTEGRAL;JUIZ DE FORA;2017;1;         1
31B-CIÊNCIAS SOCIAIS;INTEGRAL;JUIZ DE FORA;2018;2;         1
31L-CIÊNCIAS SOCIAIS;INTEGRAL;JUIZ DE FORA;2016;1;         1
32A-PSICOLOGIA;INTEGRAL;JUIZ DE FORA;1988;1;       198
32A-PSICOLOGIA;INTEGRAL;JUIZ DE FORA;1989;1;         1
32A-PSICOLOGIA;INTEGRAL;JUIZ DE FORA;1992;1;         6
32A-PSICOLOGIA;INTEGRAL;JUIZ DE FORA;1992;2;         2
32A-PSICOLOGIA;INTEGRAL;JUIZ DE FORA;1993;1;         4
32A-PSICOLOGIA;INTEGRAL;JUIZ DE FORA;1993;2;         2
32A-PSICOLOGIA;INTEGRAL;JUIZ DE FORA;1994;1;         7
32A-PSICOLOGIA;INTEGRAL;JUIZ DE FORA;1994;2;         1
32A-PSICOLOGIA;INTEGRAL;JUIZ DE FORA;1995;1;         8
32A-PSICOLOGIA;INTEGRAL;JUIZ DE FORA;1995;2;         5
32A-PSICOLOGIA;INTEGRAL;JUIZ DE FORA;1996;1;        11
32A-PSICOLOGIA;INTEGRAL;JUIZ DE FORA;1996;2;         2
32A-PSICOLOGIA;INTEGRAL;JUIZ DE FORA;1997;1;        21
32A-PSICOLOGIA;INTEGRAL;JUIZ DE FORA;1997;2;         3
32A-PSICOLOGIA;INTEGRAL;JUIZ DE FORA;1998;1;        28
32A-PSICOLOGIA;INTEGRAL;JUIZ DE FORA;1998;2;         1
32A-PSICOLOGIA;INTEGRAL;JUIZ DE FORA;1999;1;        23
32A-PSICOLOGIA;INTEGRAL;JUIZ DE FORA;1999;2;         1
32A-PSICOLOGIA;INTEGRAL;JUIZ DE FORA;2000;1;        23
32A-PSICOLOGIA;INTEGRAL;JUIZ DE FORA;2000;2;         4
32A-PSICOLOGIA;INTEGRAL;JUIZ DE FORA;2001;1;        35
32A-PSICOLOGIA;INTEGRAL;JUIZ DE FORA;2001;2;         3
32A-PSICOLOGIA;INTEGRAL;JUIZ DE FORA;2002;1;        45
32A-PSICOLOGIA;INTEGRAL;JUIZ DE FORA;2002;2;         1
32A-PSICOLOGIA;INTEGRAL;JUIZ DE FORA;2003;1;        41
32A-PSICOLOGIA;INTEGRAL;JUIZ DE FORA;2003;2;         2
32A-PSICOLOGIA;INTEGRAL;JUIZ DE FORA;2004;1;        57
32A-PSICOLOGIA;INTEGRAL;JUIZ DE FORA;2004;2;        21
32A-PSICOLOGIA;INTEGRAL;JUIZ DE FORA;2005;1;        47
32A-PSICOLOGIA;INTEGRAL;JUIZ DE FORA;2005;2;         1
32A-PSICOLOGIA;INTEGRAL;JUIZ DE FORA;2006;1;        49
32A-PSICOLOGIA;INTEGRAL;JUIZ DE FORA;2006;2;         1
32A-PSICOLOGIA;INTEGRAL;JUIZ DE FORA;2007;1;        43
32A-PSICOLOGIA;INTEGRAL;JUIZ DE FORA;2008;1;        45
32A-PSICOLOGIA;INTEGRAL;JUIZ DE FORA;2008;2;         1
32A-PSICOLOGIA;INTEGRAL;JUIZ DE FORA;2009;1;        55
32A-PSICOLOGIA;INTEGRAL;JUIZ DE FORA;2010;1;        54
32A-PSICOLOGIA;INTEGRAL;JUIZ DE FORA;2011;1;        57
32A-PSICOLOGIA;INTEGRAL;JUIZ DE FORA;2011;2;         4
32A-PSICOLOGIA;INTEGRAL;JUIZ DE FORA;2012;1;        60
32A-PSICOLOGIA;INTEGRAL;JUIZ DE FORA;2013;1;        61
32A-PSICOLOGIA;INTEGRAL;JUIZ DE FORA;2013;2;         1
32A-PSICOLOGIA;INTEGRAL;JUIZ DE FORA;2014;1;        84
32A-PSICOLOGIA;INTEGRAL;JUIZ DE FORA;2014;2;         4
32A-PSICOLOGIA;INTEGRAL;JUIZ DE FORA;2015;1;        47
32A-PSICOLOGIA;INTEGRAL;JUIZ DE FORA;2015;2;         1
32A-PSICOLOGIA;INTEGRAL;JUIZ DE FORA;2016;1;        62
32A-PSICOLOGIA;INTEGRAL;JUIZ DE FORA;2017;1;        54
32A-PSICOLOGIA;INTEGRAL;JUIZ DE FORA;2017;2;         1
32A-PSICOLOGIA;INTEGRAL;JUIZ DE FORA;2018;1;        51
32A-PSICOLOGIA;INTEGRAL;JUIZ DE FORA;2018;2;         1
32A-PSICOLOGIA;INTEGRAL;JUIZ DE FORA;2019;1;        59
32A-PSICOLOGIA;INTEGRAL;JUIZ DE FORA;2020;1;        49
32A-PSICOLOGIA;INTEGRAL;JUIZ DE FORA;2021;1;        49
32A-PSICOLOGIA;INTEGRAL;JUIZ DE FORA;2022;1;        48
33A-ARQUITETURA E URBANISMO;INTEGRAL;JUIZ DE FORA;1985;1;         1
33A-ARQUITETURA E URBANISMO;INTEGRAL;JUIZ DE FORA;1988;1;       310
33A-ARQUITETURA E URBANISMO;INTEGRAL;JUIZ DE FORA;1990;2;         2
33A-ARQUITETURA E URBANISMO;INTEGRAL;JUIZ DE FORA;1992;2;         1
33A-ARQUITETURA E URBANISMO;INTEGRAL;JUIZ DE FORA;1993;1;         3
33A-ARQUITETURA E URBANISMO;INTEGRAL;JUIZ DE FORA;1993;2;         4
33A-ARQUITETURA E URBANISMO;INTEGRAL;JUIZ DE FORA;1994;1;         1
33A-ARQUITETURA E URBANISMO;INTEGRAL;JUIZ DE FORA;1994;2;         5
33A-ARQUITETURA E URBANISMO;INTEGRAL;JUIZ DE FORA;1995;1;         6
33A-ARQUITETURA E URBANISMO;INTEGRAL;JUIZ DE FORA;1995;2;         5
33A-ARQUITETURA E URBANISMO;INTEGRAL;JUIZ DE FORA;1996;1;        11
33A-ARQUITETURA E URBANISMO;INTEGRAL;JUIZ DE FORA;1996;2;        13
33A-ARQUITETURA E URBANISMO;INTEGRAL;JUIZ DE FORA;1997;1;        17
33A-ARQUITETURA E URBANISMO;INTEGRAL;JUIZ DE FORA;1997;2;        15
33A-ARQUITETURA E URBANISMO;INTEGRAL;JUIZ DE FORA;1998;1;        21
33A-ARQUITETURA E URBANISMO;INTEGRAL;JUIZ DE FORA;1998;2;        18
33A-ARQUITETURA E URBANISMO;INTEGRAL;JUIZ DE FORA;1999;1;        14
33A-ARQUITETURA E URBANISMO;INTEGRAL;JUIZ DE FORA;1999;2;         4
33A-ARQUITETURA E URBANISMO;INTEGRAL;JUIZ DE FORA;2000;1;         4
33A-ARQUITETURA E URBANISMO;INTEGRAL;JUIZ DE FORA;2000;2;         8
33A-ARQUITETURA E URBANISMO;INTEGRAL;JUIZ DE FORA;2001;1;        25
33A-ARQUITETURA E URBANISMO;INTEGRAL;JUIZ DE FORA;2001;2;        21
33A-ARQUITETURA E URBANISMO;INTEGRAL;JUIZ DE FORA;2002;1;        11
33A-ARQUITETURA E URBANISMO;INTEGRAL;JUIZ DE FORA;2002;2;        13
33A-ARQUITETURA E URBANISMO;INTEGRAL;JUIZ DE FORA;2003;1;        31
33A-ARQUITETURA E URBANISMO;INTEGRAL;JUIZ DE FORA;2003;2;        25
33A-ARQUITETURA E URBANISMO;INTEGRAL;JUIZ DE FORA;2004;1;        47
33A-ARQUITETURA E URBANISMO;INTEGRAL;JUIZ DE FORA;2004;2;        52
33A-ARQUITETURA E URBANISMO;INTEGRAL;JUIZ DE FORA;2005;1;        43
33A-ARQUITETURA E URBANISMO;INTEGRAL;JUIZ DE FORA;2005;2;        29
33A-ARQUITETURA E URBANISMO;INTEGRAL;JUIZ DE FORA;2006;1;        36
33A-ARQUITETURA E URBANISMO;INTEGRAL;JUIZ DE FORA;2006;2;        30
33A-ARQUITETURA E URBANISMO;INTEGRAL;JUIZ DE FORA;2007;1;        26
33A-ARQUITETURA E URBANISMO;INTEGRAL;JUIZ DE FORA;2007;2;        25
33A-ARQUITETURA E URBANISMO;INTEGRAL;JUIZ DE FORA;2008;1;        27
33A-ARQUITETURA E URBANISMO;INTEGRAL;JUIZ DE FORA;2008;2;        26
33A-ARQUITETURA E URBANISMO;INTEGRAL;JUIZ DE FORA;2009;1;        29
33A-ARQUITETURA E URBANISMO;INTEGRAL;JUIZ DE FORA;2009;2;        28
33A-ARQUITETURA E URBANISMO;INTEGRAL;JUIZ DE FORA;2010;1;        29
33A-ARQUITETURA E URBANISMO;INTEGRAL;JUIZ DE FORA;2010;2;        31
33A-ARQUITETURA E URBANISMO;INTEGRAL;JUIZ DE FORA;2011;1;        38
33A-ARQUITETURA E URBANISMO;INTEGRAL;JUIZ DE FORA;2011;2;        35
33A-ARQUITETURA E URBANISMO;INTEGRAL;JUIZ DE FORA;2012;1;        40
33A-ARQUITETURA E URBANISMO;INTEGRAL;JUIZ DE FORA;2012;2;        41
33A-ARQUITETURA E URBANISMO;INTEGRAL;JUIZ DE FORA;2013;1;        44
33A-ARQUITETURA E URBANISMO;INTEGRAL;JUIZ DE FORA;2013;2;        43
33A-ARQUITETURA E URBANISMO;INTEGRAL;JUIZ DE FORA;2014;1;        52
33A-ARQUITETURA E URBANISMO;INTEGRAL;JUIZ DE FORA;2014;2;        60
33A-ARQUITETURA E URBANISMO;INTEGRAL;JUIZ DE FORA;2015;1;        43
33A-ARQUITETURA E URBANISMO;INTEGRAL;JUIZ DE FORA;2015;2;        41
33A-ARQUITETURA E URBANISMO;INTEGRAL;JUIZ DE FORA;2016;1;        40
33A-ARQUITETURA E URBANISMO;INTEGRAL;JUIZ DE FORA;2016;2;        41
33A-ARQUITETURA E URBANISMO;INTEGRAL;JUIZ DE FORA;2017;1;        41
33A-ARQUITETURA E URBANISMO;INTEGRAL;JUIZ DE FORA;2017;2;        35
33A-ARQUITETURA E URBANISMO;INTEGRAL;JUIZ DE FORA;2018;1;        40
33A-ARQUITETURA E URBANISMO;INTEGRAL;JUIZ DE FORA;2018;2;        40
33A-ARQUITETURA E URBANISMO;INTEGRAL;JUIZ DE FORA;2019;1;        44
33A-ARQUITETURA E URBANISMO;INTEGRAL;JUIZ DE FORA;2019;2;        40
33A-ARQUITETURA E URBANISMO;INTEGRAL;JUIZ DE FORA;2020;1;        39
33A-ARQUITETURA E URBANISMO;INTEGRAL;JUIZ DE FORA;2020;2;        37
33A-ARQUITETURA E URBANISMO;INTEGRAL;JUIZ DE FORA;2021;1;        38
33A-ARQUITETURA E URBANISMO;INTEGRAL;JUIZ DE FORA;2021;2;        39
33A-ARQUITETURA E URBANISMO;INTEGRAL;JUIZ DE FORA;2022;1;        36
33A-ARQUITETURA E URBANISMO;INTEGRAL;JUIZ DE FORA;2022;2;        40
34A-DIREITO;NOTURNO;JUIZ DE FORA;1988;1;         7
34A-DIREITO;NOTURNO;JUIZ DE FORA;1996;2;         1
34A-DIREITO;NOTURNO;JUIZ DE FORA;1998;1;         3
34A-DIREITO;NOTURNO;JUIZ DE FORA;1999;1;         1
34A-DIREITO;NOTURNO;JUIZ DE FORA;1999;2;         7
34A-DIREITO;NOTURNO;JUIZ DE FORA;2000;1;        57
34A-DIREITO;NOTURNO;JUIZ DE FORA;2000;2;        11
34A-DIREITO;NOTURNO;JUIZ DE FORA;2001;1;        39
34A-DIREITO;NOTURNO;JUIZ DE FORA;2001;2;        37
34A-DIREITO;NOTURNO;JUIZ DE FORA;2002;1;        34
34A-DIREITO;NOTURNO;JUIZ DE FORA;2002;2;        32
34A-DIREITO;NOTURNO;JUIZ DE FORA;2003;1;        43
34A-DIREITO;NOTURNO;JUIZ DE FORA;2003;2;        42
34A-DIREITO;NOTURNO;JUIZ DE FORA;2004;1;        78
34A-DIREITO;NOTURNO;JUIZ DE FORA;2004;2;        74
34A-DIREITO;NOTURNO;JUIZ DE FORA;2005;1;        68
34A-DIREITO;NOTURNO;JUIZ DE FORA;2005;2;        40
34A-DIREITO;NOTURNO;JUIZ DE FORA;2006;1;        45
34A-DIREITO;NOTURNO;JUIZ DE FORA;2006;2;        44
34A-DIREITO;NOTURNO;JUIZ DE FORA;2007;1;        40
34A-DIREITO;NOTURNO;JUIZ DE FORA;2007;2;        41
34A-DIREITO;NOTURNO;JUIZ DE FORA;2008;1;        41
34A-DIREITO;NOTURNO;JUIZ DE FORA;2008;2;        45
34A-DIREITO;NOTURNO;JUIZ DE FORA;2009;1;        42
34A-DIREITO;NOTURNO;JUIZ DE FORA;2009;2;        44
34A-DIREITO;NOTURNO;JUIZ DE FORA;2010;1;        52
34A-DIREITO;NOTURNO;JUIZ DE FORA;2010;2;        50
34A-DIREITO;NOTURNO;JUIZ DE FORA;2011;1;        55
34A-DIREITO;NOTURNO;JUIZ DE FORA;2011;2;        52
34A-DIREITO;NOTURNO;JUIZ DE FORA;2012;1;        52
34A-DIREITO;NOTURNO;JUIZ DE FORA;2012;2;        55
34A-DIREITO;NOTURNO;JUIZ DE FORA;2013;1;        65
34A-DIREITO;NOTURNO;JUIZ DE FORA;2013;2;        55
34A-DIREITO;NOTURNO;JUIZ DE FORA;2014;1;        79
34A-DIREITO;NOTURNO;JUIZ DE FORA;2014;2;        53
34A-DIREITO;NOTURNO;JUIZ DE FORA;2015;1;        49
34A-DIREITO;NOTURNO;JUIZ DE FORA;2015;2;        55
34A-DIREITO;NOTURNO;JUIZ DE FORA;2016;1;        56
34A-DIREITO;NOTURNO;JUIZ DE FORA;2016;2;        52
34A-DIREITO;NOTURNO;JUIZ DE FORA;2017;1;        64
34A-DIREITO;NOTURNO;JUIZ DE FORA;2017;2;        52
34A-DIREITO;NOTURNO;JUIZ DE FORA;2018;1;        49
34A-DIREITO;NOTURNO;JUIZ DE FORA;2018;2;        51
34A-DIREITO;NOTURNO;JUIZ DE FORA;2019;1;        53
34A-DIREITO;NOTURNO;JUIZ DE FORA;2019;2;        51
34A-DIREITO;NOTURNO;JUIZ DE FORA;2020;1;        49
34A-DIREITO;NOTURNO;JUIZ DE FORA;2020;2;        43
34A-DIREITO;NOTURNO;JUIZ DE FORA;2021;1;        47
34A-DIREITO;NOTURNO;JUIZ DE FORA;2021;2;        50
34A-DIREITO;NOTURNO;JUIZ DE FORA;2022;1;        47
34A-DIREITO;NOTURNO;JUIZ DE FORA;2022;2;        47
35A-CIÊNCIA DA COMPUTAÇÃO;NOTURNO;JUIZ DE FORA;2001;2;         1
35A-CIÊNCIA DA COMPUTAÇÃO;NOTURNO;JUIZ DE FORA;2002;2;         1
35A-CIÊNCIA DA COMPUTAÇÃO;NOTURNO;JUIZ DE FORA;2003;1;         2
35A-CIÊNCIA DA COMPUTAÇÃO;NOTURNO;JUIZ DE FORA;2003;2;        30
35A-CIÊNCIA DA COMPUTAÇÃO;NOTURNO;JUIZ DE FORA;2004;1;         3
35A-CIÊNCIA DA COMPUTAÇÃO;NOTURNO;JUIZ DE FORA;2004;2;        35
35A-CIÊNCIA DA COMPUTAÇÃO;NOTURNO;JUIZ DE FORA;2005;1;         1
35A-CIÊNCIA DA COMPUTAÇÃO;NOTURNO;JUIZ DE FORA;2005;2;        31
35A-CIÊNCIA DA COMPUTAÇÃO;NOTURNO;JUIZ DE FORA;2006;1;         2
35A-CIÊNCIA DA COMPUTAÇÃO;NOTURNO;JUIZ DE FORA;2006;2;        42
35A-CIÊNCIA DA COMPUTAÇÃO;NOTURNO;JUIZ DE FORA;2007;1;         2
35A-CIÊNCIA DA COMPUTAÇÃO;NOTURNO;JUIZ DE FORA;2007;2;        31
35A-CIÊNCIA DA COMPUTAÇÃO;NOTURNO;JUIZ DE FORA;2008;2;        32
35A-CIÊNCIA DA COMPUTAÇÃO;NOTURNO;JUIZ DE FORA;2009;1;         1
35A-CIÊNCIA DA COMPUTAÇÃO;NOTURNO;JUIZ DE FORA;2009;2;        42
35A-CIÊNCIA DA COMPUTAÇÃO;NOTURNO;JUIZ DE FORA;2010;2;        42
35A-CIÊNCIA DA COMPUTAÇÃO;NOTURNO;JUIZ DE FORA;2011;2;        44
35A-CIÊNCIA DA COMPUTAÇÃO;NOTURNO;JUIZ DE FORA;2012;2;        42
35A-CIÊNCIA DA COMPUTAÇÃO;NOTURNO;JUIZ DE FORA;2013;1;         9
35A-CIÊNCIA DA COMPUTAÇÃO;NOTURNO;JUIZ DE FORA;2013;2;        31
35A-CIÊNCIA DA COMPUTAÇÃO;NOTURNO;JUIZ DE FORA;2014;1;         2
35A-CIÊNCIA DA COMPUTAÇÃO;NOTURNO;JUIZ DE FORA;2014;2;        37
35A-CIÊNCIA DA COMPUTAÇÃO;NOTURNO;JUIZ DE FORA;2015;2;        46
35A-CIÊNCIA DA COMPUTAÇÃO;NOTURNO;JUIZ DE FORA;2016;1;         2
35A-CIÊNCIA DA COMPUTAÇÃO;NOTURNO;JUIZ DE FORA;2016;2;        43
35A-CIÊNCIA DA COMPUTAÇÃO;NOTURNO;JUIZ DE FORA;2017;1;         2
35A-CIÊNCIA DA COMPUTAÇÃO;NOTURNO;JUIZ DE FORA;2017;2;        37
35A-CIÊNCIA DA COMPUTAÇÃO;NOTURNO;JUIZ DE FORA;2018;1;         2
35A-CIÊNCIA DA COMPUTAÇÃO;NOTURNO;JUIZ DE FORA;2018;2;        39
35A-CIÊNCIA DA COMPUTAÇÃO;NOTURNO;JUIZ DE FORA;2019;1;         1
35A-CIÊNCIA DA COMPUTAÇÃO;NOTURNO;JUIZ DE FORA;2019;2;        41
35A-CIÊNCIA DA COMPUTAÇÃO;NOTURNO;JUIZ DE FORA;2020;1;         4
35A-CIÊNCIA DA COMPUTAÇÃO;NOTURNO;JUIZ DE FORA;2020;2;        33
35A-CIÊNCIA DA COMPUTAÇÃO;NOTURNO;JUIZ DE FORA;2021;2;        37
35A-CIÊNCIA DA COMPUTAÇÃO;NOTURNO;JUIZ DE FORA;2022;2;        35
36A-MATEMÁTICA - EAD - BICAS;INTEGRAL;JUIZ DE FORA;2005;2;        30
37A-PEDAGOGIA - EAD - POLO BICAS;INTEGRAL;JUIZ DE FORA;2005;2;        30
37A-PEDAGOGIA - EAD - POLO BICAS;INTEGRAL;JUIZ DE FORA;2007;2;        50
37A-PEDAGOGIA - EAD - POLO BICAS;INTEGRAL;JUIZ DE FORA;2008;1;         1
37A-PEDAGOGIA - EAD - POLO BICAS;INTEGRAL;JUIZ DE FORA;2009;1;        47
37A-PEDAGOGIA - EAD - POLO BICAS;INTEGRAL;JUIZ DE FORA;2012;2;        50
37A-PEDAGOGIA - EAD - POLO BICAS;INTEGRAL;JUIZ DE FORA;2017;2;        37
37A-PEDAGOGIA - EAD - POLO BICAS;INTEGRAL;JUIZ DE FORA;2020;2;        69
37B-PEDAGOGIA - EAD - POLO JACUTINGA;INTEGRAL;JUIZ DE FORA;2005;2;        30
37C-PEDAGOGIA - EAD - POLO NEPOMUCENO;INTEGRAL;JUIZ DE FORA;2005;2;        30
37D-PEDAGOGIA - EAD - POLO CATAGUASES;INTEGRAL;JUIZ DE FORA;2006;1;        31
37D-PEDAGOGIA - EAD - POLO CATAGUASES;INTEGRAL;JUIZ DE FORA;2017;2;        36
37E-PEDAGOGIA - EAD - POLO RIO POMBA;INTEGRAL;JUIZ DE FORA;2006;1;        32
37F-PEDAGOGIA - EAD - POLO BOA ESPERANÇA;INTEGRAL;JUIZ DE FORA;2007;2;        50
37F-PEDAGOGIA - EAD - POLO BOA ESPERANÇA;INTEGRAL;JUIZ DE FORA;2009;1;        50
37F-PEDAGOGIA - EAD - POLO BOA ESPERANÇA;INTEGRAL;JUIZ DE FORA;2011;1;        50
